Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyMatch(priceTag, findTestData(""checkout_data"").getValue(3, 1), false)",Chrome 103.0.5060.114,,,2022-07-06 21:44:55,2022-07-06 21:44:55,0.038s,PASSED
"click(findTestObject(""Landing Page/buyNowBtn""))",Chrome 103.0.5060.114,,,2022-07-06 21:44:55,2022-07-06 21:44:55,0.673s,PASSED
"qtyField = replace(""×"", """").replace("" "", """")",Chrome 103.0.5060.114,,,2022-07-06 21:44:55,2022-07-06 21:44:56,0.508s,PASSED
"verifyMatch(qtyField, findTestData(""checkout_data"").getValue(2, 1), false)",Chrome 103.0.5060.114,,,2022-07-06 21:44:56,2022-07-06 21:44:56,0.081s,PASSED
"verifyElementAttributeValue(findTestObject(""Checkout Page/amountField""), ""value"", findTestData(""checkout_data"").getValue(3, 1), 0)",Chrome 103.0.5060.114,,,2022-07-06 21:44:56,2022-07-06 21:44:56,0.467s,PASSED
"totalAmountField = getText(findTestObject(""Checkout Page/totalAmountField"")).replace("","", """")",Chrome 103.0.5060.114,,,2022-07-06 21:44:56,2022-07-06 21:44:57,0.406s,PASSED
"verifyMatch(totalAmountField, findTestData(""checkout_data"").getValue(4, 1), false)",Chrome 103.0.5060.114,,,2022-07-06 21:44:57,2022-07-06 21:44:57,0.047s,PASSED
"setText(findTestObject(""Checkout Page/nameField""), findTestData(""checkout_data"").getValue(5, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:44:57,2022-07-06 21:44:58,0.806s,PASSED
"setText(findTestObject(""Checkout Page/emailField""), findTestData(""checkout_data"").getValue(6, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:44:58,2022-07-06 21:44:58,0.774s,PASSED
"setText(findTestObject(""Checkout Page/phoneField""), findTestData(""checkout_data"").getValue(7, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:44:58,2022-07-06 21:44:59,0.851s,PASSED
"setText(findTestObject(""Checkout Page/cityField""), findTestData(""checkout_data"").getValue(8, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:44:59,2022-07-06 21:45:00,0.787s,PASSED
"setText(findTestObject(""Checkout Page/addressField""), findTestData(""checkout_data"").getValue(9, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:00,2022-07-06 21:45:01,0.870s,PASSED
"setText(findTestObject(""Checkout Page/postalCodeField""), findTestData(""checkout_data"").getValue(10, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:01,2022-07-06 21:45:02,0.854s,PASSED
"click(findTestObject(""Checkout Page/checkoutBtn""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:02,2022-07-06 21:45:02,0.429s,PASSED
"switchToFrame(findTestObject(""Summary Order/iFrameSummaryOrder""), 30)",Chrome 103.0.5060.114,,,2022-07-06 21:45:02,2022-07-06 21:45:03,1.012s,PASSED
"totalAmountAtas = replace(""Rp"", """").replace(""."", """")",Chrome 103.0.5060.114,,,2022-07-06 21:45:03,2022-07-06 21:45:04,0.355s,PASSED
"verifyMatch(totalAmountAtas, totalAmountField, false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:04,2022-07-06 21:45:04,0.002s,PASSED
"orderIdText = getText(findTestObject(""Summary Order/orderData/orderID""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:04,2022-07-06 21:45:04,0.855s,PASSED
"click(findTestObject(""Summary Order/expandSummaryOrder""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:04,2022-07-06 21:45:05,0.297s,PASSED
"totalAmountBawah = replace(""Rp"", """").replace(""."", """")",Chrome 103.0.5060.114,,,2022-07-06 21:45:05,2022-07-06 21:45:05,0.196s,PASSED
"verifyMatch(totalAmountBawah, totalAmountAtas, false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:05,2022-07-06 21:45:05,0.003s,PASSED
"verifyElementText(findTestObject(""Summary Order/orderData/name""), findTestData(""checkout_data"").getValue(5, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:05,2022-07-06 21:45:05,0.152s,PASSED
"verifyElementText(findTestObject(""Summary Order/orderData/phone""), findTestData(""checkout_data"").getValue(7, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:05,2022-07-06 21:45:05,0.196s,PASSED
"click(findTestObject(""Summary Order/expandSummaryOrder""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:05,2022-07-06 21:45:06,0.220s,PASSED
"click(findTestObject(""paymentMethod/creditCard""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:06,2022-07-06 21:45:06,0.217s,PASSED
"setText(findTestObject(""fieldCreditCard/cardNumberField""), findTestData(""credit_card"").getValue(1, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:06,2022-07-06 21:45:06,0.490s,PASSED
"setText(findTestObject(""fieldCreditCard/expirationDateField""), findTestData(""credit_card"").getValue(2, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:06,2022-07-06 21:45:07,0.368s,PASSED
"setText(findTestObject(""fieldCreditCard/cvvField""), findTestData(""credit_card"").getValue(3, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:07,2022-07-06 21:45:07,0.302s,PASSED
"check(findTestObject(""promo/demoPromoEngine""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:07,2022-07-06 21:45:07,0.238s,PASSED
"valueInstallment = replace(""-Rp"", """").replace(""."", """")",Chrome 103.0.5060.114,,,2022-07-06 21:45:07,2022-07-06 21:45:07,0.235s,PASSED
"verifyMatch(valueInstallment, findTestData(""promo"").getValue(2, 2), false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:07,2022-07-06 21:45:07,0.041s,PASSED
"amountAfterPromo = replace(""Rp"", """").replace(""."", """")",Chrome 103.0.5060.114,,,2022-07-06 21:45:07,2022-07-06 21:45:08,0.116s,PASSED
"verifyMatch(amountAfterPromo, findTestData(""promo"").getValue(4, 2), false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:08,2022-07-06 21:45:08,0.048s,PASSED
"click(findTestObject(""paymentMethod/paynowBtn""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:08,2022-07-06 21:45:08,0.220s,PASSED
"switchToFrame(findTestObject(""Confirm OTP credit Card/iframeConfirmOTP""), 30)",Chrome 103.0.5060.114,,,2022-07-06 21:45:08,2022-07-06 21:45:08,0.172s,PASSED
"setText(findTestObject(""Confirm OTP credit Card/otpField""), findTestData(""credit_card"").getValue(4, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:08,2022-07-06 21:45:10,1.950s,PASSED
"click(findTestObject(""Confirm OTP credit Card/submitOTP""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:10,2022-07-06 21:45:11,1.040s,PASSED
switchToDefaultContent(),Chrome 103.0.5060.114,,,2022-07-06 21:45:11,2022-07-06 21:45:11,0.056s,PASSED
"switchToFrame(findTestObject(""Summary Order/iFrameSummaryOrder""), 30)",Chrome 103.0.5060.114,,,2022-07-06 21:45:11,2022-07-06 21:45:12,0.501s,PASSED
"verifyElementText(findTestObject(""Status Payment/statusPayment""), findTestData(""credit_card"").getValue(5, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:12,2022-07-06 21:45:12,0.211s,PASSED
"totalAmountFinal = replace(""Rp"", """").replace(""."", """")",Chrome 103.0.5060.114,,,2022-07-06 21:45:12,2022-07-06 21:45:12,0.351s,PASSED
"verifyMatch(totalAmountFinal, amountAfterPromo, false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:12,2022-07-06 21:45:12,0.004s,PASSED
"infoOrderID = getText(findTestObject(""Status Payment/infoOrderID""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:12,2022-07-06 21:45:12,0.158s,PASSED
"verifyMatch(infoOrderID, orderIdText, false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:12,2022-07-06 21:45:12,0.003s,PASSED
takeScreenshot(),Chrome 103.0.5060.114,,,2022-07-06 21:45:12,2022-07-06 21:45:13,0.491s,PASSED
,,,,,,,
Test Cases/Success/DM6 - Sukses checkout dan gagal menggunakan Promo Midtrans karena kuota habis,Chrome 103.0.5060.114,,,2022-07-06 21:45:13,2022-07-06 21:45:35,22.129s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-06 21:45:13,2022-07-06 21:45:16,2.492s,PASSED
navigateToUrl(base_url),Chrome 103.0.5060.114,,,2022-07-06 21:45:16,2022-07-06 21:45:17,1.627s,PASSED
"click(findTestObject(""Landing Page/buyNowBtn""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:17,2022-07-06 21:45:18,0.620s,PASSED
maximizeWindow(),Chrome 103.0.5060.114,,,2022-07-06 21:45:18,2022-07-06 21:45:18,0.208s,PASSED
"verifyElementAttributeValue(findTestObject(""Checkout Page/amountField""), ""value"", findTestData(""checkout_data"").getValue(3, 1), 0)",Chrome 103.0.5060.114,,,2022-07-06 21:45:18,2022-07-06 21:45:19,0.564s,PASSED
"setText(findTestObject(""Checkout Page/nameField""), findTestData(""checkout_data"").getValue(5, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:19,2022-07-06 21:45:20,1.092s,PASSED
"setText(findTestObject(""Checkout Page/emailField""), findTestData(""checkout_data"").getValue(6, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:20,2022-07-06 21:45:21,0.768s,PASSED
"setText(findTestObject(""Checkout Page/phoneField""), findTestData(""checkout_data"").getValue(7, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:21,2022-07-06 21:45:21,0.797s,PASSED
"setText(findTestObject(""Checkout Page/cityField""), findTestData(""checkout_data"").getValue(8, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:21,2022-07-06 21:45:22,0.800s,PASSED
"setText(findTestObject(""Checkout Page/addressField""), findTestData(""checkout_data"").getValue(9, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:22,2022-07-06 21:45:23,0.910s,PASSED
"setText(findTestObject(""Checkout Page/postalCodeField""), findTestData(""checkout_data"").getValue(10, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:23,2022-07-06 21:45:24,0.865s,PASSED
"click(findTestObject(""Checkout Page/checkoutBtn""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:24,2022-07-06 21:45:24,0.418s,PASSED
"switchToFrame(findTestObject(""Summary Order/iFrameSummaryOrder""), 30)",Chrome 103.0.5060.114,,,2022-07-06 21:45:24,2022-07-06 21:45:25,0.949s,PASSED
"totalAmountText = getText(findTestObject(""Summary Order/orderData/amountTotalHeader""), STOP_ON_FAILURE)",Chrome 103.0.5060.114,,,2022-07-06 21:45:25,2022-07-06 21:45:26,0.282s,PASSED
"orderIdText = getText(findTestObject(""Summary Order/orderData/orderID""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:26,2022-07-06 21:45:26,0.155s,PASSED
"click(findTestObject(""Summary Order/expandSummaryOrder""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:26,2022-07-06 21:45:26,0.228s,PASSED
"amountOrderSummary = getText(findTestObject(""Summary Order/orderData/amountOrderSummary""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:26,2022-07-06 21:45:26,0.141s,PASSED
"verifyMatch(amountOrderSummary, totalAmountText, false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:26,2022-07-06 21:45:26,0.001s,PASSED
"verifyElementText(findTestObject(""Summary Order/orderData/name""), findTestData(""checkout_data"").getValue(5, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:26,2022-07-06 21:45:26,0.133s,PASSED
"verifyElementText(findTestObject(""Summary Order/orderData/phone""), findTestData(""checkout_data"").getValue(7, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:26,2022-07-06 21:45:26,0.168s,PASSED
"click(findTestObject(""Summary Order/expandSummaryOrder""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:26,2022-07-06 21:45:27,0.382s,PASSED
"click(findTestObject(""paymentMethod/creditCard""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:27,2022-07-06 21:45:27,0.314s,PASSED
"setText(findTestObject(""fieldCreditCard/cardNumberField""), findTestData(""credit_card"").getValue(1, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:27,2022-07-06 21:45:28,0.423s,PASSED
"setText(findTestObject(""fieldCreditCard/expirationDateField""), findTestData(""credit_card"").getValue(2, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:28,0.310s,PASSED
"setText(findTestObject(""fieldCreditCard/cvvField""), findTestData(""credit_card"").getValue(3, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:28,0.329s,PASSED
"check(findTestObject(""promo/promoMidtrans""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:28,0.170s,PASSED
"amountAfterPromo = getText(findTestObject(""Summary Order/orderData/amountTotalHeader"")).replaceAll(""[^0-9]"", """")",Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:28,0.096s,PASSED
"totalAmountText = Integer.parseInt(totalAmountText.replaceAll(""[^0-9]"", """"))",Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:28,0.001s,PASSED
finalAmount = totalAmountText - 2000,Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:28,0.002s,PASSED
finalAmountText = finalAmount.toString(),Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:28,0.000s,PASSED
"verifyMatch(amountAfterPromo, finalAmountText, false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:28,0.001s,PASSED
"click(findTestObject(""paymentMethod/paynowBtn""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:28,2022-07-06 21:45:29,0.166s,PASSED
"verifyElementText(findTestObject(""Status Payment/quotaFull""), ""Promo quota is fully used"")",Chrome 103.0.5060.114,,,2022-07-06 21:45:29,2022-07-06 21:45:29,0.465s,PASSED
"click(findTestObject(""QuotaFullDialog/backButton""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:29,2022-07-06 21:45:29,0.202s,PASSED
"check(findTestObject(""promo/promoMidtrans""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:29,2022-07-06 21:45:30,0.197s,PASSED
"click(findTestObject(""paymentMethod/paynowBtn""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:30,2022-07-06 21:45:30,0.147s,PASSED
"verifyElementText(findTestObject(""Status Payment/quotaFull""), ""Promo quota is fully used"")",Chrome 103.0.5060.114,,,2022-07-06 21:45:30,2022-07-06 21:45:30,0.498s,PASSED
"click(findTestObject(""QuotaFullDialog/proceedButton""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:30,2022-07-06 21:45:30,0.208s,PASSED
"switchToFrame(findTestObject(""Confirm OTP credit Card/iframeConfirmOTP""), 30)",Chrome 103.0.5060.114,,,2022-07-06 21:45:30,2022-07-06 21:45:30,0.113s,PASSED
"setText(findTestObject(""Confirm OTP credit Card/otpField""), findTestData(""credit_card"").getValue(4, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:30,2022-07-06 21:45:33,2.400s,PASSED
"click(findTestObject(""Confirm OTP credit Card/submitOTP""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:33,2022-07-06 21:45:34,0.981s,PASSED
switchToDefaultContent(),Chrome 103.0.5060.114,,,2022-07-06 21:45:34,2022-07-06 21:45:34,0.035s,PASSED
"switchToFrame(findTestObject(""Summary Order/iFrameSummaryOrder""), 30)",Chrome 103.0.5060.114,,,2022-07-06 21:45:34,2022-07-06 21:45:34,0.348s,PASSED
"verifyElementText(findTestObject(""Status Payment/statusPayment""), findTestData(""credit_card"").getValue(5, 4))",Chrome 103.0.5060.114,,,2022-07-06 21:45:34,2022-07-06 21:45:34,0.124s,PASSED
"actualAmountText = getText(findTestObject(""Status Payment/amountTotal"")).replaceAll(""[^0-9]"", """")",Chrome 103.0.5060.114,,,2022-07-06 21:45:34,2022-07-06 21:45:34,0.094s,PASSED
"verifyMatch(actualAmountText, totalAmountText.toString(), false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:34,2022-07-06 21:45:34,0.003s,PASSED
"infoOrderID = getText(findTestObject(""Status Payment/infoOrderID""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:34,2022-07-06 21:45:35,0.102s,PASSED
"verifyMatch(infoOrderID, orderIdText, false)",Chrome 103.0.5060.114,,,2022-07-06 21:45:35,2022-07-06 21:45:35,0.003s,PASSED
takeScreenshot(),Chrome 103.0.5060.114,,,2022-07-06 21:45:35,2022-07-06 21:45:35,0.294s,PASSED
,,,,,,,
Test Cases/Success/DM7 - Sukses checkout dengan Promo potongan 10 rupiah,Chrome 103.0.5060.114,,,2022-07-06 21:45:35,2022-07-06 21:46:04,28.671s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-06 21:45:35,2022-07-06 21:45:37,2.186s,PASSED
navigateToUrl(base_url),Chrome 103.0.5060.114,,,2022-07-06 21:45:37,2022-07-06 21:45:38,1.113s,PASSED
"click(findTestObject(""Landing Page/buyNowBtn""))",Chrome 103.0.5060.114,,,2022-07-06 21:45:38,2022-07-06 21:45:39,0.736s,PASSED
maximizeWindow(),Chrome 103.0.5060.114,,,2022-07-06 21:45:39,2022-07-06 21:45:39,0.206s,PASSED
"verifyElementAttributeValue(findTestObject(""Checkout Page/amountField""), ""value"", findTestData(""checkout_data"").getValue(3, 1), 0)",Chrome 103.0.5060.114,,,2022-07-06 21:45:39,2022-07-06 21:45:40,0.546s,PASSED
"setText(findTestObject(""Checkout Page/nameField""), findTestData(""checkout_data"").getValue(5, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:40,2022-07-06 21:45:41,0.805s,PASSED
"setText(findTestObject(""Checkout Page/emailField""), findTestData(""checkout_data"").getValue(6, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:41,2022-07-06 21:45:42,0.795s,PASSED
"setText(findTestObject(""Checkout Page/phoneField""), findTestData(""checkout_data"").getValue(7, 1))",Chrome 103.0.5060.114,,,2022-07-06 21:45:42,2022-07-06 21:45:42,0.870s,PASSED
